Date,Type,Description,Value,USD
2021-09-30,GVA Constant,"Trade Hotal, Comm",5.872,76.11
2021-09-30,GVA Constant,Financial Services,8.713,76.11
2021-09-30,GVA Constant,Defense Etc,4.478,76.11
2021-09-30,GVA Constant,GVA,33.813,76.11
2021-09-30,GVA Constant,Net Taxes,2.703,76.11
2021-09-30,GVA Current,Agriculture,7.713,76.11
2021-09-30,GVA Current,Mining,0.837,76.11
2021-09-30,GVA Current,Manufacturing,8.465,76.11
2021-09-30,GVA Current,Electricity & Utilities,1.324,76.11
2021-09-30,GVA Current,Construction,3.826,76.11
2021-09-30,GVA Current,"Trade Hotal, Comm",8.39,76.11
2021-09-30,GVA Current,Financial Services,12.724,76.11
2021-09-30,GVA Current,Defense Etc,7.669,76.11
2021-09-30,GVA Current,GVA,50.95,76.11
2021-09-30,GVA Current,Net Taxes,5.089,76.11
2021-12-31,GDP Constant,PFCE,24.261,76.11
2021-12-31,GDP Constant,GFCE,3.506,76.11
2021-12-31,GDP Constant,GFCF,11.792,76.11
2021-12-31,GDP Constant,CIS,0.299,76.11
2021-12-31,GDP Constant,Valuables,0.736,76.11
2021-12-31,GDP Constant,Exports,8.259,76.11
2021-12-31,GDP Constant,Imports,-9.172,76.11
2021-12-31,GDP Constant,Discrepancies,-1.174,76.11
2021-12-31,GDP Constant,GDP,38.508,76.11
2021-12-31,GDP Current,PFCE,40.593,76.11
2021-12-31,GDP Current,GFCE,5.943,76.11
2021-12-31,GDP Current,GFCF,16.588,76.11
2021-12-31,GDP Current,CIS,0.397,76.11
2021-12-31,GDP Current,Valuables,1.002,76.11
2021-12-31,GDP Current,Exports,13.061,76.11
2021-12-31,GDP Current,Imports,-15.466,76.11
2021-12-31,GDP Current,Discrepancies ,0.268,76.11
2021-12-31,GDP Current,GDP,62.386,76.11
2021-12-31,GVA Constant,Agriculture,6.688,76.11
2021-12-31,GVA Constant,Mining,0.759,76.11
2021-12-31,GVA Constant,Manufacturing,6.219,76.11
2021-12-31,GVA Constant,Electricity & Utilities,0.753,76.11
2021-12-31,GVA Constant,Construction,2.813,76.11
2021-12-31,GVA Constant,"Trade Hotal, Comm",6.532,76.11
2021-12-31,GVA Constant,Financial Services,7.05,76.11
2021-12-31,GVA Constant,Defense Etc,4.719,76.11
2021-12-31,GVA Constant,GVA,35.535,76.11
2021-12-31,GVA Constant,Net Taxes,2.973,76.11
2021-12-31,GVA Current,Agriculture,13.089,76.11
2021-12-31,GVA Current,Mining,1.084,76.11
2021-12-31,GVA Current,Manufacturing,8.252,76.11
2021-12-31,GVA Current,Electricity & Utilities,1.444,76.11
2021-12-31,GVA Current,Construction,4.365,76.11
2021-12-31,GVA Current,"Trade Hotal, Comm",9.736,76.11
2021-12-31,GVA Current,Financial Services,10.732,76.11
2021-12-31,GVA Current,Defense Etc,8.064,76.11
2021-12-31,GVA Current,GVA,56.767,76.11
2021-12-31,GVA Current,Net Taxes,5.619,76.11
2022-03-31,GDP Constant,PFCE,23.335,76.11
2022-03-31,GDP Constant,GFCE,4.744,76.11
2022-03-31,GDP Constant,GFCF,14.121,76.11
2022-03-31,GDP Constant,CIS,0.34,76.11
2022-03-31,GDP Constant,Valuables,0.488,76.11
2022-03-31,GDP Constant,Exports,8.881,76.11
2022-03-31,GDP Constant,Imports,-9.537,76.11
2022-03-31,GDP Constant,Discrepancies,-1.248,76.11
2022-03-31,GDP Constant,GDP,41.124,76.11
2022-03-31,GDP Current,PFCE,39.198,76.11
2022-03-31,GDP Current,GFCE,8.083,76.11
2022-03-31,GDP Current,GFCF,20.44,76.11
2022-03-31,GDP Current,CIS,0.461,76.11
2022-03-31,GDP Current,Valuables,0.688,76.11
2022-03-31,GDP Current,Exports,14.005,76.11
2022-03-31,GDP Current,Imports,-15.99,76.11
2022-03-31,GDP Current,Discrepancies ,-1.837,76.11
2022-03-31,GDP Current,GDP,65.048,76.11
2022-03-31,GVA Constant,Agriculture,5.756,76.11
2022-03-31,GVA Constant,Mining,0.94,76.11
2022-03-31,GVA Constant,Manufacturing,7.064,76.11
2022-03-31,GVA Constant,Electricity & Utilities,0.798,76.11
2022-03-31,GVA Constant,Construction,3.549,76.11
2022-03-31,GVA Constant,"Trade Hotal, Comm",7.429,76.11
2022-03-31,GVA Constant,Financial Services,7.103,76.11
2022-03-31,GVA Constant,Defense Etc,4.729,76.11
2022-03-31,GVA Constant,GVA,37.369,76.11
2022-03-31,GVA Constant,Net Taxes,3.754,76.11
2022-03-31,GVA Current,Agriculture,11.136,76.11
2022-03-31,GVA Current,Mining,1.462,76.11
2022-03-31,GVA Current,Manufacturing,9.588,76.11
2022-03-31,GVA Current,Electricity & Utilities,1.555,76.11
2022-03-31,GVA Current,Construction,5.674,76.11
2022-03-31,GVA Current,"Trade Hotal, Comm",11.374,76.11
2022-03-31,GVA Current,Financial Services,10.982,76.11
2022-03-31,GVA Current,Defense Etc,7.967,76.11
2022-03-31,GVA Current,GVA,59.737,76.11
2022-03-31,GVA Current,Net Taxes,5.311,76.11
2022-06-30,GDP Constant,PFCE,21.824,78.94
2022-06-30,GDP Constant,GFCE,4.112,78.94
2022-06-30,GDP Constant,GFCF,12.976,78.94
2022-06-30,GDP Constant,CIS,0.31,78.94
2022-06-30,GDP Constant,Valuables,0.35,78.94
2022-06-30,GDP Constant,Exports,9.151,78.94
2022-06-30,GDP Constant,Imports,-10.016,78.94
2022-06-30,GDP Constant,Discrepancies,-1.265,78.94
2022-06-30,GDP Constant,GDP,37.443,78.94
2022-06-30,GDP Current,PFCE,38.7,78.94
2022-06-30,GDP Current,GFCE,7.255,78.94
2022-06-30,GDP Current,GFCF,19.018,78.94
2022-06-30,GDP Current,CIS,0.449,78.94
2022-06-30,GDP Current,Valuables,0.498,78.94
2022-06-30,GDP Current,Exports,15.211,78.94
2022-06-30,GDP Current,Imports,-17.695,78.94
2022-06-30,GDP Current,Discrepancies ,1.983,78.94
2022-06-30,GDP Current,GDP,65.419,78.94
2022-06-30,GVA Constant,Agriculture,4.965,78.94
2022-06-30,GVA Constant,Mining,0.828,78.94
2022-06-30,GVA Constant,Manufacturing,6.375,78.94
2022-06-30,GVA Constant,Electricity & Utilities,0.901,78.94
2022-06-30,GVA Constant,Construction,2.766,78.94
2022-06-30,GVA Constant,"Trade Hotal, Comm",5.948,78.94
2022-06-30,GVA Constant,Financial Services,8.816,78.94
2022-06-30,GVA Constant,Defense Etc,4.398,78.94
2022-06-30,GVA Constant,GVA,34.998,78.94
2022-06-30,GVA Constant,Net Taxes,2.444,78.94
2022-06-30,GVA Current,Agriculture,10.151,78.94
2022-06-30,GVA Current,Mining,1.547,78.94
2022-06-30,GVA Current,Manufacturing,8.983,78.94
2022-06-30,GVA Current,Electricity & Utilities,1.729,78.94
2022-06-30,GVA Current,Construction,4.657,78.94
2022-06-30,GVA Current,"Trade Hotal, Comm",9.545,78.94
2022-06-30,GVA Current,Financial Services,14.045,78.94
2022-06-30,GVA Current,Defense Etc,8.439,78.94
2022-06-30,GVA Current,GVA,59.096,78.94
2022-06-30,GVA Current,Net Taxes,6.323,78.94
2022-09-30,GDP Constant,PFCE,22.981,81.55
2022-09-30,GDP Constant,GFCE,3.324,81.55
2022-09-30,GDP Constant,GFCF,13.256,81.55
2022-09-30,GDP Constant,CIS,0.306,81.55
2022-09-30,GDP Constant,Valuables,1.082,81.55
2022-09-30,GDP Constant,Exports,9.279,81.55
2022-09-30,GDP Constant,Imports,-10.745,81.55
2022-09-30,GDP Constant,Discrepancies,-0.703,81.55
2022-09-30,GDP Constant,GDP,38.78,81.55
2022-09-30,GDP Current,PFCE,40.377,81.55
2022-09-30,GDP Current,GFCE,5.94,81.55
2022-09-30,GDP Current,GFCF,19.084,81.55
2022-09-30,GDP Current,CIS,0.437,81.55
2022-09-30,GDP Current,Valuables,1.569,81.55
2022-09-30,GDP Current,Exports,15.171,81.55
2022-09-30,GDP Current,Imports,-18.677,81.55
2022-09-30,GDP Current,Discrepancies ,1.769,81.55
2022-09-30,GDP Current,GDP,65.669,81.55
2022-09-30,GVA Constant,Agriculture,4.301,81.55
2022-09-30,GVA Constant,Mining,0.648,81.55
2022-09-30,GVA Constant,Manufacturing,6.281,81.55
2022-09-30,GVA Constant,Electricity & Utilities,0.874,81.55
2022-09-30,GVA Constant,Construction,2.692,81.55
2022-09-30,GVA Constant,"Trade Hotal, Comm",6.789,81.55
2022-09-30,GVA Constant,Financial Services,9.329,81.55
2022-09-30,GVA Constant,Defense Etc,4.728,81.55
2022-09-30,GVA Constant,GVA,35.643,81.55
2022-09-30,GVA Constant,Net Taxes,3.137,81.55
2022-09-30,GVA Current,Agriculture,8.765,81.55
2022-09-30,GVA Current,Mining,1.182,81.55
2022-09-30,GVA Current,Manufacturing,8.748,81.55
2022-09-30,GVA Current,Electricity & Utilities,1.804,81.55
2022-09-30,GVA Current,Construction,4.388,81.55
2022-09-30,GVA Current,"Trade Hotal, Comm",10.808,81.55
2022-09-30,GVA Current,Financial Services,14.819,81.55
2022-09-30,GVA Current,Defense Etc,8.616,81.55
2022-09-30,GVA Current,GVA,59.129,81.55
2022-09-30,GVA Current,Net Taxes,6.541,81.55
2022-12-31,GDP Constant,PFCE,24.787,82.79
2022-12-31,GDP Constant,GFCE,3.483,82.79
2022-12-31,GDP Constant,GFCF,12.735,82.79
2022-12-31,GDP Constant,CIS,0.299,82.79
2022-12-31,GDP Constant,Valuables,0.456,82.79
2022-12-31,GDP Constant,Exports,9.175,82.79
2022-12-31,GDP Constant,Imports,-10.15,82.79
2022-12-31,GDP Constant,Discrepancies,-0.558,82.79
2022-12-31,GDP Constant,GDP,40.226,82.79
2022-12-31,GDP Current,PFCE,43.936,82.79
2022-12-31,GDP Current,GFCE,6.273,82.79
2022-12-31,GDP Current,GFCF,18.547,82.79
2022-12-31,GDP Current,CIS,0.423,82.79
2022-12-31,GDP Current,Valuables,0.673,82.79
2022-12-31,GDP Current,Exports,15.396,82.79
2022-12-31,GDP Current,Imports,-18.205,82.79
2022-12-31,GDP Current,Discrepancies ,2.459,82.79
2022-12-31,GDP Current,GDP,69.501,82.79
2022-12-31,GVA Constant,Agriculture,7.005,82.79
2022-12-31,GVA Constant,Mining,0.79,82.79
2022-12-31,GVA Constant,Manufacturing,6.132,82.79
2022-12-31,GVA Constant,Electricity & Utilities,0.815,82.79
2022-12-31,GVA Constant,Construction,3.047,82.79
2022-12-31,GVA Constant,"Trade Hotal, Comm",7.162,82.79
2022-12-31,GVA Constant,Financial Services,7.45,82.79
2022-12-31,GVA Constant,Defense Etc,4.814,82.79
2022-12-31,GVA Constant,GVA,37.216,82.79
2022-12-31,GVA Constant,Net Taxes,3.01,82.79
2022-12-31,GVA Current,Agriculture,14.373,82.79
2022-12-31,GVA Current,Mining,1.407,82.79
2022-12-31,GVA Current,Manufacturing,8.455,82.79
2022-12-31,GVA Current,Electricity & Utilities,1.918,82.79
2022-12-31,GVA Current,Construction,4.887,82.79
2022-12-31,GVA Current,"Trade Hotal, Comm",11.336,82.79
2022-12-31,GVA Current,Financial Services,11.945,82.79
2022-12-31,GVA Current,Defense Etc,8.699,82.79
2022-12-31,GVA Current,GVA,63.02,82.79
2022-12-31,GVA Current,Net Taxes,6.481,82.79
2023-03-31,GDP Constant,PFCE,23.995,82.22
2023-03-31,GDP Constant,GFCE,4.853,82.22
2023-03-31,GDP Constant,GFCF,15.381,82.22
2023-03-31,GDP Constant,CIS,0.36,82.22
2023-03-31,GDP Constant,Valuables,0.373,82.22
2023-03-31,GDP Constant,Exports,9.94,82.22
2023-03-31,GDP Constant,Imports,-10.003,82.22
2023-03-31,GDP Constant,Discrepancies,-1.284,82.22
2023-03-31,GDP Constant,GDP,43.615,82.22
2023-03-31,GDP Current,PFCE,41.935,82.22
2023-03-31,GDP Current,GFCE,8.725,82.22
2023-03-31,GDP Current,GFCF,22.783,82.22
2023-03-31,GDP Current,CIS,0.509,82.22
2023-03-31,GDP Current,Valuables,0.57,82.22
2023-03-31,GDP Current,Exports,16.296,82.22
2023-03-31,GDP Current,Imports,-17.456,82.22
2023-03-31,GDP Current,Discrepancies ,-1.544,82.22
2023-03-31,GDP Current,GDP,71.817,82.22
2023-03-31,GVA Constant,Agriculture,6.071,82.22
2023-03-31,GVA Constant,Mining,0.981,82.22
2023-03-31,GVA Constant,Manufacturing,7.382,82.22
2023-03-31,GVA Constant,Electricity & Utilities,0.853,82.22
2023-03-31,GVA Constant,Construction,3.918,82.22
2023-03-31,GVA Constant,"Trade Hotal, Comm",8.102,82.22
2023-03-31,GVA Constant,Financial Services,7.608,82.22
2023-03-31,GVA Constant,Defense Etc,4.876,82.22
2023-03-31,GVA Constant,GVA,39.792,82.22
2023-03-31,GVA Constant,Net Taxes,3.824,82.22
2023-03-31,GVA Current,Agriculture,12.286,82.22
2023-03-31,GVA Current,Mining,1.7,82.22
2023-03-31,GVA Current,Manufacturing,10.176,82.22
2023-03-31,GVA Current,Electricity & Utilities,1.965,82.22
2023-03-31,GVA Current,Construction,6.344,82.22
2023-03-31,GVA Current,"Trade Hotal, Comm",12.792,82.22
2023-03-31,GVA Current,Financial Services,12.192,82.22
2023-03-31,GVA Current,Defense Etc,8.728,82.22
2023-03-31,GVA Current,GVA,66.184,82.22
2023-03-31,GVA Current,Net Taxes,5.634,82.22
2023-06-30,GDP Constant,PFCE,23.126,82.04
2023-06-30,GDP Constant,GFCE,4.083,82.04
2023-06-30,GDP Constant,GFCF,14.008,82.04
2023-06-30,GDP Constant,CIS,0.323,82.04
2023-06-30,GDP Constant,Valuables,0.276,82.04
2023-06-30,GDP Constant,Exports,8.443,82.04
2023-06-30,GDP Constant,Imports,-11.027,82.04
2023-06-30,GDP Constant,Discrepancies,1.14,82.04
2023-06-30,GDP Constant,GDP,40.371,82.04
2023-06-30,GDP Current,PFCE,42.207,82.04
2023-06-30,GDP Current,GFCE,7.407,82.04
2023-06-30,GDP Current,GFCF,20.683,82.04
2023-06-30,GDP Current,CIS,0.466,82.04
2023-06-30,GDP Current,Valuables,0.44,82.04
2023-06-30,GDP Current,Exports,15.129,82.04
2023-06-30,GDP Current,Imports,-16.784,82.04
2023-06-30,GDP Current,Discrepancies ,1.117,82.04
2023-06-30,GDP Current,GDP,70.665,82.04
2023-06-30,GVA Constant,Agriculture,5.139,82.04
2023-06-30,GVA Constant,Mining,0.876,82.04
2023-06-30,GVA Constant,Manufacturing,6.678,82.04
2023-06-30,GVA Constant,Electricity & Utilities,0.927,82.04
2023-06-30,GVA Constant,Construction,2.984,82.04
2023-06-30,GVA Constant,"Trade Hotal, Comm",6.496,82.04
2023-06-30,GVA Constant,Financial Services,9.893,82.04
2023-06-30,GVA Constant,Defense Etc,4.747,82.04
2023-06-30,GVA Constant,GVA,37.739,82.04
2023-06-30,GVA Constant,Net Taxes,2.632,82.04
2023-06-30,GVA Current,Agriculture,10.594,82.04
2023-06-30,GVA Current,Mining,1.549,82.04
2023-06-30,GVA Current,Manufacturing,9.157,82.04
2023-06-30,GVA Current,Electricity & Utilities,1.95,82.04
2023-06-30,GVA Current,Construction,4.955,82.04
2023-06-30,GVA Current,"Trade Hotal, Comm",10.282,82.04
2023-06-30,GVA Current,Financial Services,15.748,82.04
2023-06-30,GVA Current,Defense Etc,9.591,82.04
2023-06-30,GVA Current,GVA,63.827,82.04
2023-06-30,GVA Current,Net Taxes,6.839,82.04
2023-09-30,GDP Constant,PFCE,23.701,83.06
2023-09-30,GDP Constant,GFCE,3.735,83.06
2023-09-30,GDP Constant,GFCF,14.719,83.06
2023-09-30,GDP Constant,CIS,0.342,83.06
2023-09-30,GDP Constant,Valuables,1.039,83.06
2023-09-30,GDP Constant,Exports,9.68,83.06
2023-09-30,GDP Constant,Imports,-12.539,83.06
2023-09-30,GDP Constant,Discrepancies,1.066,83.06
2023-09-30,GDP Constant,GDP,41.743,83.06
2023-09-30,GDP Current,PFCE,43.723,83.06
2023-09-30,GDP Current,GFCE,6.989,83.06
2023-09-30,GDP Current,GFCF,21.464,83.06
2023-09-30,GDP Current,CIS,0.49,83.06
2023-09-30,GDP Current,Valuables,1.61,83.06
2023-09-30,GDP Current,Exports,15.709,83.06
2023-09-30,GDP Current,Imports,-17.456,83.06
2023-09-30,GDP Current,Discrepancies ,-0.867,83.06
2023-09-30,GDP Current,GDP,71.662,83.06
2023-09-30,GVA Constant,Agriculture,4.354,83.06
2023-09-30,GVA Constant,Mining,0.712,83.06
2023-09-30,GVA Constant,Manufacturing,7.155,83.06
2023-09-30,GVA Constant,Electricity & Utilities,0.962,83.06
2023-09-30,GVA Constant,Construction,3.049,83.06
2023-09-30,GVA Constant,"Trade Hotal, Comm",7.079,83.06
2023-09-30,GVA Constant,Financial Services,9.89,83.06
2023-09-30,GVA Constant,Defense Etc,5.086,83.06
2023-09-30,GVA Constant,GVA,38.287,83.06
2023-09-30,GVA Constant,Net Taxes,3.456,83.06
2023-09-30,GVA Current,Agriculture,9.399,83.06
2023-09-30,GVA Current,Mining,1.314,83.06
2023-09-30,GVA Current,Manufacturing,9.757,83.06
2023-09-30,GVA Current,Electricity & Utilities,1.963,83.06
2023-09-30,GVA Current,Construction,4.953,83.06
2023-09-30,GVA Current,"Trade Hotal, Comm",11.329,83.06
2023-09-30,GVA Current,Financial Services,15.917,83.06
2023-09-30,GVA Current,Defense Etc,9.823,83.06
2023-09-30,GVA Current,GVA,64.455,83.06
2023-09-30,GVA Current,Net Taxes,7.206,83.06
2023-12-31,GDP Constant,PFCE,25.457,83.12
2023-12-31,GDP Constant,GFCE,4.298,83.12
2023-12-31,GDP Constant,GFCF,15.609,83.12
2023-12-31,GDP Constant,CIS,0.335,83.12
2023-12-31,GDP Constant,Valuables,0.332,83.12
2023-12-31,GDP Constant,Exports,9.973,83.12
2023-12-31,GDP Constant,Imports,-11.365,83.12
2023-12-31,GDP Constant,Discrepancies,0.197,83.12
2023-12-31,GDP Constant,GDP,44.836,83.12
2023-12-31,GDP Current,PFCE,47.291,83.12
2023-12-31,GDP Current,GFCE,8.032,83.12
2023-12-31,GDP Current,GFCF,23.087,83.12
2023-12-31,GDP Current,CIS,0.477,83.12
2023-12-31,GDP Current,Valuables,0.548,83.12
2023-12-31,GDP Current,Exports,16.726,83.12
2023-12-31,GDP Current,Imports,-17.962,83.12
2023-12-31,GDP Current,Discrepancies ,-1.074,83.12
2023-12-31,GDP Current,GDP,77.125,83.12
2023-12-31,GVA Constant,Agriculture,6.628,83.12
2023-12-31,GVA Constant,Mining,0.96,83.12
2023-12-31,GVA Constant,Manufacturing,7.024,83.12
2023-12-31,GVA Constant,Electricity & Utilities,0.92,83.12
2023-12-31,GVA Constant,Construction,3.862,83.12
2023-12-31,GVA Constant,"Trade Hotal, Comm",8.098,83.12
2023-12-31,GVA Constant,Financial Services,8.186,83.12
2023-12-31,GVA Constant,Defense Etc,5.219,83.12
2023-12-31,GVA Constant,GVA,40.898,83.12
2023-12-31,GVA Constant,Net Taxes,3.938,83.12
2023-12-31,GVA Current,Agriculture,14.05,83.12
2023-12-31,GVA Current,Mining,1.656,83.12
2023-12-31,GVA Current,Manufacturing,9.524,83.12
2023-12-31,GVA Current,Electricity & Utilities,2.091,83.12
2023-12-31,GVA Current,Construction,6.153,83.12
2023-12-31,GVA Current,"Trade Hotal, Comm",12.734,83.12
2023-12-31,GVA Current,Financial Services,13.301,83.12
2023-12-31,GVA Current,Defense Etc,9.912,83.12
2023-12-31,GVA Current,GVA,69.42,83.12
2023-12-31,GVA Current,Net Taxes,7.705,83.12
2024-03-31,GDP Constant,PFCE,25.457,83.2
2024-03-31,GDP Constant,GFCE,4.298,83.2
2024-03-31,GDP Constant,GFCF,15.609,83.2
2024-03-31,GDP Constant,CIS,0.335,83.2
2024-03-31,GDP Constant,Valuables,0.332,83.2
2024-03-31,GDP Constant,Exports,9.973,83.2
2024-03-31,GDP Constant,Imports,-11.365,83.2
2024-03-31,GDP Constant,Discrepancies,0.197,83.2
2024-03-31,GDP Constant,GDP,44.836,83.2
2024-03-31,GDP Current,PFCE,47.291,83.2
2024-03-31,GDP Current,GFCE,8.032,83.2
2024-03-31,GDP Current,GFCF,23.087,83.2
2024-03-31,GDP Current,CIS,0.477,83.2
2024-03-31,GDP Current,Valuables,0.548,83.2
2024-03-31,GDP Current,Exports,16.726,83.2
2024-03-31,GDP Current,Imports,-17.962,83.2
2024-03-31,GDP Current,Discrepancies ,-1.074,83.2
2024-03-31,GDP Current,GDP,77.125,83.2
2024-03-31,GVA Constant,Agriculture,6.628,83.2
2024-03-31,GVA Constant,Mining,0.96,83.2
2024-03-31,GVA Constant,Manufacturing,7.024,83.2
2024-03-31,GVA Constant,Electricity & Utilities,0.92,83.2
2024-03-31,GVA Constant,Construction,3.862,83.2
2024-03-31,GVA Constant,"Trade Hotal, Comm",8.098,83.2
2024-03-31,GVA Constant,Financial Services,8.186,83.2
2024-03-31,GVA Constant,Defense Etc,5.219,83.2
2024-03-31,GVA Constant,GVA,40.898,83.2
2024-03-31,GVA Constant,Net Taxes,3.938,83.2
2024-03-31,GVA Current,Agriculture,14.05,83.2
2024-03-31,GVA Current,Mining,1.656,83.2
2024-03-31,GVA Current,Manufacturing,9.524,83.2
2024-03-31,GVA Current,Electricity & Utilities,2.091,83.2
2024-03-31,GVA Current,Construction,6.153,83.2
2024-03-31,GVA Current,"Trade Hotal, Comm",12.734,83.2
2024-03-31,GVA Current,Financial Services,13.301,83.2
2024-03-31,GVA Current,Defense Etc,9.912,83.2
2024-03-31,GVA Current,GVA,69.42,83.2
2024-03-31,GVA Current,Net Taxes,7.705,83.2
